date|event
1951|Racial segregation in US Washington DC restaurants ruled illegal
1951|San Francisco City Hall dome fire
1951|Senate committee reports of at least 2 major US crime syndicates
1951|Shah of Iran marries 19 year old Soraja Esfandiara Bakhtiari
1951|Superheated gases roll down Mount Catarman (Phillippines), kills 500
1951|"US Supreme Court rule ""clear & present danger"" of incitement to riot is not protected speech & can be a cause for arrest"
1951|The first atomic explosion witnessed by troops, NM
1951|The first battery to convert radioactive energy to electrical energy is announced
1951|The first US color TV broadcast-CBS' Arthur Godfrey from NYC to 4 cities
1951|The first mass-produced electronic computer, UNIVAC 1, enters service at Census Bureau
1951|The first H Bomb test, on Enewetak Atoll
1951|The first jet passenger trip is made
1951|The first long distance telephone call without operator assistance
1951|The first crossing of the North Pole in a single engine plane - CF Blair jet
1951|The first rocket to intercept an airplane, White Sands, NM
1951|The first self-contained titanium plant opened Henderson Nevada
1951|The first telecast of atomic explosion
1951|The first transcontinental TV broadcast, by Pres Truman
1951|The first underground atomic explosion, Frenchman Flat, Nevada
1951|The first use of lie detector in Netherlands
1951|The first X-ray moving picture process demonstrated
1951|Thought extinct since 1615, a Cahow is rediscovered in Bermuda
1951|Typhoon floods kill 4,800 in Manchuria
1951|UN begins counter offensive in Korea
1951|UN condemns People's Republic of China as aggressor in Korea
1951|UN headquarters moves to Manhattan NY
1951|United Kingdom of Libya gains independence from Italy via the UN
1951|United Nations publishes its 1st postage stamps
1951|US begins 126 nuclear tests at Nevada Test Site
1951|US General Collins predicts use of atom bomb in Korea
1951|US performs atmospheric nuclear test at Enwetak
1951|US performs nuclear test at Nevada Test Site
1951|US President Harry S Truman formally ends state of war with Germany
1951|US President Truman fires Gen Douglas McArthur
1951|US, Australia & New Zealand sign ANZUS treaty
1951|"Vaughan Williams ""Pilgrim's Progress"" premieres in London"
1951|Viet Minh offensive against Hanoi
1951|Voters approve merger of 3 states to form Baden-Worttemberg, W Germany
1951|World's largest gas pipeline opens (Brownsville TX, to 134th St, New York City NY)
1951|Aaron Siskind's photograph 'New York 2', demonstrates a trend toward abstraction
1951|After decades of research, acetate film stock is developed and becomes the industry standard, replacing unstable and highly flammable cellulosenitrate
1951|Akira Kurosawa's award-winning 'Rashomon' focuses world attention on Japanese cinema
1951|Founding of 'Cahiers du cinéma', an influential Parisian journal notable for its 'politique des auteurs', or celebration of the film director as author and source of meaning
1951|The Berlin International Festival is launched
1951|The first Dryden Theatre series is devoted to 'The Transition From Silence to Sound'
1951|The second round of HUAC hearings requires witnesses to 'name names' of others they know to be members of the Communist Party or face unemployment through an industry 'blacklist,' which would remain in effect for more than a decade
1951|W. Eugene Smith's photo essay, 'Spanish Village'
1951|The US Joint Commission on Accreditation of Hospitals formed
1951|John Gibbon develops the heart-lung machine
1951|King Leopold III of Belgium abdicates, his son Baudouin becomes King
1951|Follwing a Conservative victory, Winston Churchill becomes Bitish Prime Minister for the second time (until 1955)
1951|The Nobel Prize for Physics is awarded to Sir John Douglas Cockcroft and Ernest Thomas Sinton Walton
1951|China annexes the whole of Tibet
6 Feb 1952|British King George VI, failing to recover from a lung operation, dies at the age of 56 in his sleep. He is succeded by his daughter Queen Elizabeth II
26 May 1952|The border between East and West Germany and between East Germany and West Berlin is closed. Only the border between East and West Berlin remains open
27 May 1952|European Defense Community forms. The Six (Belgium, France, Germany, Italy, Luxembourg, Netherlands) sign in Paris the European Defence Community (EDC) Treaty
Sep 1952|In the USA, private colour television test broadcasts began with 'Kukla, Fran and Ollie'. Futher test trasmissions were made in March and April of 1953
Oct 1952|Operations begin at the Savannah River Plant in Aiken in South Carolina with the startup of the heavy water plant
1 Nov 1952|The US raised the stakes in the nuclear arms race by detonating the first hydrogen bomb at Enewetak Atoll in the Marshall Islands
Dec 1952|Ghiorso and co-workers at Berkeley discover element 99, Einsteinium (Es)
1952|Alfred Hershey and Martha Chase use radioactive tracers to show that DNA, not protein, is the genetic material in bacteriophage viruses which carries information from generation to generation
1952|Alvarez and Glaser build the first bubble chamber
1952|Courant - Livingston and Snyder develop the strong focusing principle for particle accelerators
1952|Edward Teller et al develop the hydrogen bomb
1952|Fred Sanger - Hans Tuppy and Ted Thompson complete their chromatographic analysis of the insulin amino acid sequence
1952|Dr Jonas Salk develops the first polio (myelitis) vaccine
1952|Joseph Weber described the principle of the maser
1952|Rosalind Franklin uses X-ray diffraction to study the structure of DNA and suggests that its sugar-phosphate backbone is on its outside
1952|Ghiorso and co-workers discover element 100, Fermium (Fm) in the debris from a thermonuclear explosion in the pacific
1952|Walter Baade distinguishes between Cepheid I and Cepheid II variable stars
1952|Wernher von Braun discusses the technical details of a manned exploration of Mars in The Mars Project
1952|3-D movies offer thrills to the audience
1952|Bing Crosby's company tests video recording
1952|Wide-screen Cinerama appears - other systems soon follow
1952|Sony offers a miniature transistor radio
1952|Univac projects the winner of the presidential election on CBS
1952|Telephone area codes
1952|Zenith proposes pay-TV system using punched cards
1952|15th Olympic games close in Helsinki Finland
1952|"24th Academy Awards: ""American in Paris"", Humphrey Bogart & Vivian Leigh win"
1952|2nd Round Conference between Dutch Antilles & Suriname ends
1952|6th Winter Olympics games close at Oslo, Norway
1952|6th Winter Olympics games opens in Oslo, Norway
1952|"Agatha Christie's ""The Mousetrap"" opens in London"
1952|Antoine Pinay forms French government
1952|Arab Liberation Movement becomes the only party of Syria
1952|Bangladesh Martyrs Day (martyrs of Bengali Language Movement)
1952|Belgian Pholien government resigns
1952|Big Bang theory proposed in Physical Review by Alpher, Bethe & Gamow
1952|BOAC begins 1st passenger service with jets (London-Rome route)
1952|Britain replaces King George VI stamp series with Queen Elizabeth II
1952|British army occupies Ismailiya, Suez Canal Zone
1952|Communist offensive in Korea
1952|Dmitri Shostakovitch completes his 5th string quartet
1952|Dutch DC-6 crashes near Frankfurt, killing 44
1952|Dutch Lutheran Church reunites after 1½ centuries
1952|Dutch Queen Juliana opens Amsterdam-Rhine Canal
1952|Egyptian government-Ali Maher Pasja resigns
1952|Eisenhower (R) elected 34th President beating Adlai Stevenson (D)
1952|"Ernest Hemingway's ""Old Man & the Sea"" published"
1952|Failed assassination attempt of German Chancellor Adenauer
1952|Flying Enterprise sinks
1952|French offensive at Hanoi
1952|French Plevin government falls
1952|Fusion occurred for the 1st time on Earth
1952|Great demonstrations against apartheid in South-Africa
1952|Helgoland, in North Sea, returned to West Germany by Britain
1952|Hussein proclaimed king of Jordan
1952|Israel elects Yitchak Ben-Zvi as 2nd president
1952|Jordan adopts constitution
1952|Keel laid for 1st nuclear powered sub the Nautilus
1952|"Killer fogs begin in London England. ""Smog"" becomes a word"
1952|Liz Taylor's 2nd marriage (Michael Wilding)
1952|Mad Magazine debuts
1952|Marines take part in an atomic explosion training in Nevada
1952|Nehru's Congress party wins general election in India
1952|Netherlands-Indonesian Unity conference
1952|New Dutch bible translation finished
1952|Pandit Nehru becomes premier of India
1952|Prime Minister Winston Churchill announces that Britain has its own atomic bomb
1952|Popular uprising in Bolivia
1952|Professor W F Libby said Stonehedge dates back to 1848 BCE
1952|Puerto Rico approves their 1st self written constitution
1952|Pulitzer prize awarded to Herman Wouk (Caine Mutiny)
1952|Rationing of coffee in Netherlands ends
1952|RCA Victor Show Starring Dennis Day, debuts on NBC TV
1952|The first aircraft carrier to sail around Cape Horn-Oriskany
1952|The first B-52 prototype test flight
1952|The first human birth televised to public from Denver, Colarado
1952|The first landing by an airplane at geographic North Pole
1952|The first plastic lens for cataract patients fitted (Philadelphia)
1952|The first scheduled jet airliner passenger service begins with a BOAC Comet
1952|The first transistorized hearing aid offered for sale (Elmsford NY)
1952|The first ultra high frequency (UHF) television station, Portland Or
1952|TWA introduces tourist class
1952|UN turns over Eritrea to Ethiopia
1952|"US President Richard Nixon makes his ""Checker's"" speech"
1952|US President Truman seizes the steel mills to prevent a strike
1952|US President-elect Eisenhower visits Korea to assess the war
1952|US Senate's final ratification of peace treaty restoring sovereignty to Japan
1952|West German Chancellor Adenauer signs a reparation pact for Jews
1952|The Word War II Pacific peace treaty takes effect
1952|Fred Waller premieres his three-screen, three-projector wide screen process with 'This Is Cinerama'
1952|Gene Kelly and Stanley Donen's 'Singin' in the Rain', a peak in the movie musical form
1952|Luis Garcia Berlanga's 'Welcome, Mr. Marshall!', Spain's first official entry at the Cannes Film Festival, satirizes America's expanding power
1952|Norman McLaren's animated short 'Neighbours' develops pixillation technique
1952|The US Supreme Court declares that films are protected by the First Amendment's guarantee of free speech
1952|Vittorio De Sica's 'Umberto D' causes controversy in Italy for cantering on the plight of the nation's aged and urban poor
1952|Virginia Apgar develops a scoring system to help determine the health of newborn babies
1952|Artificial heart valves implanted inaugurating open heart surgery
